poll_id,pollster_id,pollster,sponsor_ids,sponsors,display_name,pollster_rating_id,pollster_rating_name,numeric_grade,pollscore,methodology,transparency_score,state,start_date,end_date,sponsor_candidate_id,sponsor_candidate,sponsor_candidate_party,endorsed_candidate_id,endorsed_candidate_name,endorsed_candidate_party,question_id,sample_size,population,subpopulation,population_full,tracking,created_at,notes,url,url_article,url_topline,url_crosstab,source,internal,partisan,race_id,cycle,office_type,seat_number,seat_name,election_date,stage,nationwide_batch,ranked_choice_reallocated,ranked_choice_round,hypothetical,party,answer,candidate_id,candidate_name,pct
89379,1528,AtlasIntel,"","",AtlasIntel,546,AtlasIntel,2.7,-0.8,Online Ad,6.0,North Carolina,11/3/24,11/4/24,,"",,,,,216498,1219,lv,,lv,,11/4/24 19:29,"",https://atlasintel.org/poll/usa-key-states-2024-11-04,https://atlasintel.org/poll/usa-key-states-2024-11-04,,https://cdn.atlasintel.org/f62c7f97-72b3-446a-9b95-a4a014ff5eb9.pdf,"",,,9502,2024,Governor,0,,11/5/24,general,false,false,,false,DEM,Stein,30167,Joshua Harold Stein,54.0
89379,1528,AtlasIntel,"","",AtlasIntel,546,AtlasIntel,2.7,-0.8,Online Ad,6.0,North Carolina,11/3/24,11/4/24,,"",,,,,216498,1219,lv,,lv,,11/4/24 19:29,"",https://atlasintel.org/poll/usa-key-states-2024-11-04,https://atlasintel.org/poll/usa-key-states-2024-11-04,,https://cdn.atlasintel.org/f62c7f97-72b3-446a-9b95-a4a014ff5eb9.pdf,"",,,9502,2024,Governor,0,,11/5/24,general,false,false,,false,REP,Robinson,30168,Mark Keith Robinson,37.5
89385,1528,AtlasIntel,"","",AtlasIntel,546,AtlasIntel,2.7,-0.8,Online Ad,6.0,Puerto Rico,11/1/24,11/4/24,,"",,,,,216537,4914,lv,,lv,,11/4/24 19:51,"",https://atlasintel.org/poll/puerto-rico-2024-11-04,https://atlasintel.org/poll/puerto-rico-2024-11-04,,https://cdn.atlasintel.org/f9c0a258-1f9c-4d58-9656-353e497d81f0.pdf,"",,,9548,2024,Governor,0,,11/5/24,general,false,false,,false,NPP,González-Colón,34263,Jenniffer González-Colón,36.4
89385,1528,AtlasIntel,"","",AtlasIntel,546,AtlasIntel,2.7,-0.8,Online Ad,6.0,Puerto Rico,11/1/24,11/4/24,,"",,,,,216537,4914,lv,,lv,,11/4/24 19:51,"",https://atlasintel.org/poll/puerto-rico-2024-11-04,https://atlasintel.org/poll/puerto-rico-2024-11-04,,https://cdn.atlasintel.org/f9c0a258-1f9c-4d58-9656-353e497d81f0.pdf,"",,,9548,2024,Governor,0,,11/5/24,general,false,false,,false,PPD,Ortiz,34264,Jesús Manuel Ortiz,19.6
89385,1528,AtlasIntel,"","",AtlasIntel,546,AtlasIntel,2.7,-0.8,Online Ad,6.0,Puerto Rico,11/1/24,11/4/24,,"",,,,,216537,4914,lv,,lv,,11/4/24 19:51,"",https://atlasintel.org/poll/puerto-rico-2024-11-04,https://atlasintel.org/poll/puerto-rico-2024-11-04,,https://cdn.atlasintel.org/f9c0a258-1f9c-4d58-9656-353e497d81f0.pdf,"",,,9548,2024,Governor,0,,11/5/24,general,false,false,,false,PRI,Dalmau,37096,Juan Dalmau,34.9
89385,1528,AtlasIntel,"","",AtlasIntel,546,AtlasIntel,2.7,-0.8,Online Ad,6.0,Puerto Rico,11/1/24,11/4/24,,"",,,,,216537,4914,lv,,lv,,11/4/24 19:51,"",https://atlasintel.org/poll/puerto-rico-2024-11-04,https://atlasintel.org/poll/puerto-rico-2024-11-04,,https://cdn.atlasintel.org/f9c0a258-1f9c-4d58-9656-353e497d81f0.pdf,"",,,9548,2024,Governor,0,,11/5/24,general,false,false,,false,OTH,Jiménez,37097,Javier Jiménez,7.8
89385,1528,AtlasIntel,"","",AtlasIntel,546,AtlasIntel,2.7,-0.8,Online Ad,6.0,Puerto Rico,11/1/24,11/4/24,,"",,,,,216537,4914,lv,,lv,,11/4/24 19:51,"",https://atlasintel.org/poll/puerto-rico-2024-11-04,https://atlasintel.org/poll/puerto-rico-2024-11-04,,https://cdn.atlasintel.org/f9c0a258-1f9c-4d58-9656-353e497d81f0.pdf,"",,,9548,2024,Governor,0,,11/5/24,general,false,false,,false,OTH,Iturregui,37553,Javier Córdova Iturregui,0.1
89387,1916,LIT Data,"","",LIT Data,884,LIT Data,,,,1.0,Puerto Rico,11/1/24,11/4/24,,"",,,,,216549,800,a,,a,,11/4/24 20:52,"",https://x.com/litdatapr/status/1853509949357215906,,https://x.com/litdatapr/status/1853509949357215906,,"",,,9548,2024,Governor,0,,11/5/24,general,false,false,,false,NPP,González-Colón,34263,Jenniffer González-Colón,39.89
89387,1916,LIT Data,"","",LIT Data,884,LIT Data,,,,1.0,Puerto Rico,11/1/24,11/4/24,,"",,,,,216549,800,a,,a,,11/4/24 20:52,"",https://x.com/litdatapr/status/1853509949357215906,,https://x.com/litdatapr/status/1853509949357215906,,"",,,9548,2024,Governor,0,,11/5/24,general,false,false,,false,PRI,Dalmau,37096,Juan Dalmau,34.55
89387,1916,LIT Data,"","",LIT Data,884,LIT Data,,,,1.0,Puerto Rico,11/1/24,11/4/24,,"",,,,,216549,800,a,,a,,11/4/24 20:52,"",https://x.com/litdatapr/status/1853509949357215906,,https://x.com/litdatapr/status/1853509949357215906,,"",,,9548,2024,Governor,0,,11/5/24,general,false,false,,false,PPD,Ortiz,34264,Jesús Manuel Ortiz,16.01
89387,1916,LIT Data,"","",LIT Data,884,LIT Data,,,,1.0,Puerto Rico,11/1/24,11/4/24,,"",,,,,216549,800,a,,a,,11/4/24 20:52,"",https://x.com/litdatapr/status/1853509949357215906,,https://x.com/litdatapr/status/1853509949357215906,,"",,,9548,2024,Governor,0,,11/5/24,general,false,false,,false,OTH,Jiménez,37097,Javier Jiménez,9.55
89324,1478,Research Co.,"","",Research Co.,449,Research Co.,2.4,-0.5,Online Opt-In Panel,6.0,Missouri,11/2/24,11/3/24,,"",,,,,216183,450,lv,,lv,,11/4/24 08:45,"",https://researchco.ca/2024/11/04/states-us-2024/,https://researchco.ca/2024/11/04/states-us-2024/,,https://researchco.ca/wp-content/uploads/2024/11/Tables_USStates_04Nov2024.pdf,"",,,9540,2024,Governor,0,,11/5/24,general,false,false,,false,DEM,Quade,31106,Crystal Quade,38.0
89324,1478,Research Co.,"","",Research Co.,449,Research Co.,2.4,-0.5,Online Opt-In Panel,6.0,Missouri,11/2/24,11/3/24,,"",,,,,216183,450,lv,,lv,,11/4/24 08:45,"",https://researchco.ca/2024/11/04/states-us-2024/,https://researchco.ca/2024/11/04/states-us-2024/,,https://researchco.ca/wp-content/uploads/2024/11/Tables_USStates_04Nov2024.pdf,"",,,9540,2024,Governor,0,,11/5/24,general,false,false,,false,REP,Kehoe,31107,Mike Kehoe,52.0
89329,1478,Research Co.,"","",Research Co.,449,Research Co.,2.4,-0.5,Online Opt-In Panel,6.0,Washington,11/2/24,11/3/24,,"",,,,,216186,450,lv,,lv,,11/4/24 08:46,"",https://researchco.ca/2024/11/04/states-us-2024/,https://researchco.ca/2024/11/04/states-us-2024/,,https://researchco.ca/wp-content/uploads/2024/11/Tables_USStates_04Nov2024.pdf,"",,,9546,2024,Governor,0,,11/5/24,general,false,false,,false,DEM,Ferguson,31118,Bob Ferguson,54.0
89329,1478,Research Co.,"","",Research Co.,449,Research Co.,2.4,-0.5,Online Opt-In Panel,6.0,Washington,11/2/24,11/3/24,,"",,,,,216186,450,lv,,lv,,11/4/24 08:46,"",https://researchco.ca/2024/11/04/states-us-2024/,https://researchco.ca/2024/11/04/states-us-2024/,,https://researchco.ca/wp-content/uploads/2024/11/Tables_USStates_04Nov2024.pdf,"",,,9546,2024,Governor,0,,11/5/24,general,false,false,,false,REP,Reichert,31119,David G. Reichert,40.0
89364,1911,Dartmouth Poll,"","",The Dartmouth Poll,879,The Dartmouth Poll,,,Online Opt-In Panel,6.0,New Hampshire,11/1/24,11/3/24,,"",,,,,216405,587,lv,,lv,,11/5/24 00:02,"",https://projects.fivethirtyeight.com/polls/20241104_NH_Dartmouth.pdf,,https://projects.fivethirtyeight.com/polls/20241104_NH_Dartmouth.pdf,,"",false,,9542,2024,Governor,0,,11/5/24,general,false,false,,false,DEM,Craig,31054,Joyce Craig,57.7
89364,1911,Dartmouth Poll,"","",The Dartmouth Poll,879,The Dartmouth Poll,,,Online Opt-In Panel,6.0,New Hampshire,11/1/24,11/3/24,,"",,,,,216405,587,lv,,lv,,11/5/24 00:02,"",https://projects.fivethirtyeight.com/polls/20241104_NH_Dartmouth.pdf,,https://projects.fivethirtyeight.com/polls/20241104_NH_Dartmouth.pdf,,"",false,,9542,2024,Governor,0,,11/5/24,general,false,false,,false,REP,Ayotte,31055,Kelly Ayotte,40.2
89249,1528,AtlasIntel,"","",AtlasIntel,546,AtlasIntel,2.7,-0.8,Online Ad,6.0,North Carolina,11/1/24,11/2/24,,"",,,,,215793,1310,lv,,lv,,11/2/24 20:40,"",https://projects.fivethirtyeight.com/polls/20241102_SwingStates_AtlasIntel.pdf,,,https://projects.fivethirtyeight.com/polls/20241102_SwingStates_AtlasIntel.pdf,"",,,9502,2024,Governor,0,,11/5/24,general,false,false,,false,DEM,Stein,30167,Joshua Harold Stein,52.1
