"poll_id","pollster_id","pollster","sponsor_ids","sponsors","display_name","pollster_rating_id","pollster_rating_name","numeric_grade","pollscore","methodology","transparency_score","state","start_date","end_date","sponsor_candidate_id","sponsor_candidate","sponsor_candidate_party","question_id","sample_size","population","subpopulation","population_full","tracking","created_at","notes","url","url_article","url_topline","url_crosstab","source","internal","partisan","politician_id","politician","yes","no","alternate_answers"
"ef0d061f-4897-45ce-aaf9-cb3089c19556","6af9e17b-94e6-497a-bbe7-4cad3f67fd36","AtlasIntel","","","AtlasIntel",546,"AtlasIntel",,,"Nonprobability Panel",,"US","3/7/25","3/12/25",,,,"a6836ba8-b881-425f-9083-fc2724a0e625",2550,"a",,"a",,"3/17/25 18:02",,"https://www.atlasintel.org/poll/usa-national-2025-03-17",,,,,,,,"Donald Trump",47.3,52.4,0.3
"e33fe68b-2365-457b-84c4-051208f9fad4","9ab6b302-92ac-4132-97a6-c3580bd5ed77","Hart Research Associates/Public Opinion Strategies","cfb2e09f-a26b-4add-8e6a-dd9eb5641cd0","NBC News","Hart Research Associates/Public Opinion Strategies",221,"Hart Research Associates/Public Opinion Strategies",,,"Text-to-Web/Live Phone",,"US","3/7/25","3/11/25",,,,"50ab65d3-c291-48e3-a1a1-97c090671a11",1000,"rv",,"rv",,"3/17/25 09:46",,"https://www.nbcnews.com/politics/trump-administration/poll-trump-faces-early-challenges-economy-united-gop-backs-big-change-rcna195860",,,,,,,,"Donald Trump",47,51,2
"a6d8b625-964a-4346-800c-4f7821c2f0bd","ae31ea8f-0d54-476d-ab98-61b258a0a986","RMG Research","62ca8b2a-418d-46f9-8c64-1f4a14ba3a80","Napolitan News Service","RMG Research",555,"RMG Research",,,"Nonprobability Panel",,"US","3/6/25","3/13/25",,,,"04d00f66-ad89-499b-a58c-4d4b6e479117",3000,"rv",,"rv",,"3/17/25 09:44",,"https://napolitannews.org/assets/pdfs/67d59dc3a1931-gcm25-week-of-march-10-mini-topline-trump-approval.pdf",,,,,,,,"Donald Trump",54,44,2
"277b46fb-cc74-4a5a-8bdd-a48a37b9bebd","59ef5d62-c6ba-41a3-b2cd-24b8543e62b9","YouGov","","","YouGov",391,"YouGov",,,"Nonprobability Panel",,"US","2/21/25","2/25/25",,,,"8349742b-092b-4ac3-8484-25f99eae3a71",1129,"a",,"a",,"3/17/25 09:41",,"https://d3nkl3psvxxpe9.cloudfront.net/documents/News_Consumption_Second_Followup_poll_results.pdf",,,,,,,,"Donald Trump",45,46,9
"09c2aeb7-0af4-425f-bbc7-52eb733674fc","59ef5d62-c6ba-41a3-b2cd-24b8543e62b9","YouGov","","","YouGov",391,"YouGov",,,"Nonprobability Panel",,"US","2/18/25","2/20/25",,,,"74751233-41ed-4b08-a313-44c5103df4c0",1137,"a",,"a",,"3/17/25 09:41",,"https://d3nkl3psvxxpe9.cloudfront.net/documents/News_Consumption_First_Followup_poll_results.pdf",,,,,,,,"Donald Trump",48,44,8
"84473cc4-4e42-4e71-bdce-5b295f19bc7e","95661596-a3e9-4299-a442-edc0b7422920","Ipsos","3dc40107-581b-4428-94a4-00d603640476","Reuters","Ipsos",154,"Ipsos",,,"Probability Panel",,"US","3/11/25","3/12/25",,,,"da34b5ae-6069-441c-8f49-be31beab64cc",1422,"a",,"a",,"3/17/25 09:02",,"https://www.reuters.com/world/us/americans-worry-trump-too-closely-aligned-with-russia-reutersipsos-poll-finds-2025-03-13/",,,,,,,,"Donald Trump",44,52,4
"9bc93d66-0ed0-44c3-8753-c96fe7cc8af5","932da08a-7f8a-48e3-a92a-c443c039fbd1","Echelon Insights","","","Echelon Insights",407,"Echelon Insights",,,"Nonprobability Panel",,"US","3/10/25","3/13/25",,,,"9bb95cc7-cf64-4f06-a19c-aaa4f6a43405",1007,"lv",,"lv",,"3/15/25 02:42",,"https://echeloninsights.com/in-the-news/march-2025-verified-voter-omnibus-2-2-2/",,,,,,,,"Donald Trump",49,48,3
"3a26ae8f-146f-483f-bb19-c5ded28e82c3","642c8e51-c965-4a1b-b10d-1614d73cb18d","Quantus Insights","5fe9f56e-506d-49fe-acac-9894f9314a43","TrendingPolitics","Quantus Insights",859,"Quantus Insights",,,"Nonprobability Panel",,"US","3/10/25","3/12/25",,,,"734bd71f-8744-465a-8ecb-096a41b7c489",1000,"rv",,"rv",,"3/13/25 19:25",,"https://quantusinsights.org/f/holding-the-line-trump%E2%80%99s-approval-amidst-a-divided-nation",,,,,,"REP",,"Donald Trump",49.5,47.4,3.1
"1f32f407-27b5-4631-95ec-96085956bcae","daec1c64-6ced-4bd1-992a-bf7e95b32f74","Quinnipiac University","","","Quinnipiac University",267,"Quinnipiac University",,,"Live Phone",,"US","3/6/25","3/10/25",,,,"14ba5c08-2421-4a55-b673-18fa47ec1d27",1198,"rv",,"rv",,"3/13/25 14:09",,"https://poll.qu.edu/poll-release?releaseid=3921",,,,,,,,"Donald Trump",42,53,6
"12e5e6d9-1e9f-43c6-840c-bd29207f0765","3be4d123-848b-430a-8168-689af60cefa2","CNN/SSRS","","","CNN/SSRS",844,"CNN",,,"Probability Panel/Live Phone",,"US","3/6/25","3/9/25",,,,"3809626f-7a58-450c-9f65-0cb607f278ca",1206,"a",,"a",,"3/12/25 23:59",,"https://www.cnn.com/2025/03/12/politics/cnn-poll-trump-economy/index.html",,,,,,,,"Donald Trump",45,54,1
"12e5e6d9-1e9f-43c6-840c-bd29207f0765","3be4d123-848b-430a-8168-689af60cefa2","CNN/SSRS","","","CNN/SSRS",844,"CNN",,,"Probability Panel/Live Phone",,"US","3/6/25","3/9/25",,,,"414f37f5-2ec1-4bc9-aacf-831655e9dd7f",,"rv",,"rv",,"3/12/25 23:59",,"https://www.cnn.com/2025/03/12/politics/cnn-poll-trump-economy/index.html",,,,,,,,"Donald Trump",46,53,1
"ba66d318-ac99-409e-86f6-220625184dab","e5a71de0-9670-47f6-a1be-12444adda7fb","Cygnal Political","","","Cygnal Political",67,"Cygnal",,,"",,"US","3/3/25","3/5/25",,,,"3d3cf46b-4d1c-4d31-bfdd-1727a8d82a2d",1500,"lv",,"lv",,"3/12/25 23:59",,"https://www.cygn.al/poll-48-percent-support-trump-negotiating-settlement-to-war-in-ukraine-as-optimism-at-home-rises/",,,,,,,,"Donald Trump",47.4,50.7,1.9
"da028711-0a78-4e6e-9643-05fc6ee0d50c","59ef5d62-c6ba-41a3-b2cd-24b8543e62b9","YouGov","146144a2-08d6-4c6b-b912-f067ed647252","Economist","YouGov",391,"YouGov",,,"Nonprobability Panel",,"US","3/9/25","3/11/25",,,,"2e5afa49-6153-412d-97c5-074dd798a0b8",1699,"a",,"a",,"3/12/25 23:59",,"https://today.yougov.com/politics/articles/51795-donald-trump-economy-republican-unity-ukraine-war-education-march-9-11-2025-economist-yougov-poll",,,,,,,,"Donald Trump",47,47,6
"da028711-0a78-4e6e-9643-05fc6ee0d50c","59ef5d62-c6ba-41a3-b2cd-24b8543e62b9","YouGov","146144a2-08d6-4c6b-b912-f067ed647252","Economist","YouGov",391,"YouGov",,,"Nonprobability Panel",,"US","3/9/25","3/11/25",,,,"d96dda28-532a-4514-a241-2da8ea6f37a1",1532,"rv",,"rv",,"3/12/25 23:59",,"https://today.yougov.com/politics/articles/51795-donald-trump-economy-republican-unity-ukraine-war-education-march-9-11-2025-economist-yougov-poll",,,,,,,,"Donald Trump",48,49,3
"790f7ac4-cdde-4a1b-becd-7cdab4e3e8a2","7485e3b7-8959-43d7-985f-95417076d068","Emerson College","","","Emerson College",88,"Emerson College",,,"Nonprobability Panel/Text-to-Web/Email",,"US","3/8/25","3/10/25",,,,"1e953bb4-9c02-48e6-915f-9c72f328ef3e",1000,"rv",,"rv",,"3/11/25 23:59",,"https://emersoncollegepolling.com/national-poll-at-50-days-trumps-honeymoon-fades-as-economy-becomes-key-vulnerability/",,,,,,,,"Donald Trump",47.2,45,7.8
"9aeabe17-26ec-4b88-abe6-ddced102f3e2","b616c2cc-cb2e-4394-9d34-8ee9a1b530d2","McLaughlin & Associates","5c16bad7-274a-460e-9133-08e706a9b92e","America's New Majority Project","McLaughlin & Associates",203,"McLaughlin & Associates",,,"Nonprobability Panel",,"US","3/4/25","3/7/25",,,,"eb2afb13-50ba-4cfe-be11-b08e0d36b9ee",2000,"rv",,"rv",,"3/11/25 23:59",,"https://americasnewmajorityproject.com/most-americans-support-trumps-maha-agenda/",,,,,,"REP",,"Donald Trump",50.4,49.6,0
"f7947252-2648-4503-8088-3c3ac8854011","9824a356-03ef-4183-8d56-72de54a66fee","Clarity Campaign Labs","","","Clarity Campaign Labs",52,"Clarity Campaign Labs",,,"Nonprobability Panel",,"US","3/3/25","3/9/25",,,,"8327c282-ec21-4d8d-8982-96cf99cdcffa",1036,"rv",,"rv",,"3/11/25 23:59",,"https://static1.squarespace.com/static/61ae8d5e55be5c7314b4c83a/t/67d0921f11ba8d57a17670a9/1741722147070/Clarity+Omnibus+Overview+-+March+2025+PUBLIC.pdf",,,,,,,,"Donald Trump",50,46,4
